symbol,contract_id,direction,entry_time_utc,entry,stop,target,rr_planned,split,exit_time_utc,exit_reason,r_result,mark_r,roll_level,atr_15m,atr_4h
KAITOUSDC,30000101,SHORT,2026-09-11T13:15:00+00:00,0.3009,0.30446133718285645,0.29359685450451745,2.0506751033399495,False,2026-09-11T14:00:00+00:00,SL,-1.0,0.0,0.3017,0.0017226743657129515,0.00798741801806976
NVDAUSDC,30000020,SHORT,2026-09-11T13:15:00+00:00,221.11,222.4950162929374,217.9086995616397,2.3113810679951423,False,2026-09-13T00:30:00+00:00,TP,2.3113810679951423,0.0,222.18,0.6300325858747982,1.7947982465588075
PLTRUSDC,30000030,SHORT,2026-09-11T13:15:00+00:00,167.87,168.8166756262405,165.1466160616315,2.8767867925191686,False,2026-09-13T10:45:00+00:00,TP,2.8767867925191686,0.0,168.22,0.5333512524809715,1.7064642465259723
NVDAUSDC,30000020,SHORT,2026-09-11T14:15:00+00:00,221.27,222.61208444706696,217.9086995616397,2.5045372112807285,False,2026-09-13T00:30:00+00:00,TP,2.5045372112807285,0.0,222.18,0.8641688941339075,1.7947982465588075
PLTRUSDC,30000030,SHORT,2026-09-11T14:15:00+00:00,167.79,168.9417193580158,165.1466160616315,2.2951632443883945,False,2026-09-13T10:45:00+00:00,TP,2.2951632443883945,0.0,168.22,0.7834387160315844,1.7064642465259723
ETHUSDC,30000002,LONG,2026-09-11T18:30:00+00:00,2542.74,2511.442817299658,2652.4880812571228,3.506644106209757,True,2026-09-11T22:15:00+00:00,SL,-1.0,0.0,2521.58,20.274365400683287,46.207674971509206
RDDTUSDC,30000134,LONG,2026-09-11T18:30:00+00:00,157.17,156.4195236465166,158.70545478030198,2.045973564889939,False,2026-09-12T12:30:00+00:00,TP,2.045973564889939,0.0,157.09,0.6809527069667791,2.1781808787920918
ETHUSDC,30000002,LONG,2026-09-11T20:45:00+00:00,2535.87,2513.811979502983,2652.340521699486,5.280189204431883,True,2026-09-11T22:00:00+00:00,SL,-1.0,0.0,2521.58,15.53604099403368,46.79791320205589
GRVTUSDC,30000124,LONG,2026-09-11T21:00:00+00:00,0.1735,0.17238159026595554,0.1781130430936014,4.12464497865151,True,2026-09-11T23:00:00+00:00,SL,-1.0,0.0,0.1733,0.0010368194680889407,0.00594782762559444
ETHUSDC,30000002,LONG,2026-09-11T21:15:00+00:00,2537.66,2514.026960438747,2652.340521699486,4.852550659099718,True,2026-09-11T22:00:00+00:00,SL,-1.0,0.0,2521.58,15.106079122505378,46.79791320205589
GRVTUSDC,30000124,LONG,2026-09-11T21:15:00+00:00,0.1741,0.17239710646072506,0.1781130430936014,2.3566024540266173,False,2026-09-11T23:00:00+00:00,SL,-1.0,0.0,0.1733,0.001005787078549891,0.00594782762559444
CYSUSDC,30000133,SHORT,2026-09-11T22:00:00+00:00,0.135,0.13784958898009672,0.12921548805279667,2.029946068575481,False,2026-09-11T22:30:00+00:00,SL,-1.0,0.0,0.136,0.0016991779601934485,0.009661952211186693
GRVTUSDC,30000124,LONG,2026-09-11T22:30:00+00:00,0.1735,0.17214214226534683,0.1781130430936014,3.3972948534109335,True,2026-09-12T04:15:00+00:00,SL,-1.0,0.0,0.1733,0.0009157154693063766,0.00594782762559444
SUIUSDC,30000054,SHORT,2026-09-11T23:45:00+00:00,0.7224,0.7262062723049699,0.7139671683222253,2.2155092967899157,False,2026-09-12T00:15:00+00:00,SL,-1.0,0.0,0.7238,0.004812544609939899,0.023068673288901064
GRVTUSDC,30000124,LONG,2026-09-12T01:30:00+00:00,0.1736,0.17227542131637813,0.17816393814740206,3.4455772268073988,True,2026-09-12T04:15:00+00:00,SL,-1.0,0.0,0.1733,0.001049157367243784,0.005744247410391802
GRVTUSDC,30000124,LONG,2026-09-12T02:00:00+00:00,0.1734,0.1723027281914882,0.17816393814740206,4.341620836739874,True,2026-09-12T04:15:00+00:00,SL,-1.0,0.0,0.1733,0.000994543617023592,0.005744247410391802
GRVTUSDC,30000124,LONG,2026-09-12T02:15:00+00:00,0.174,0.17229176165027227,0.17816393814740206,2.437562737112048,False,2026-09-12T04:15:00+00:00,SL,-1.0,0.0,0.1733,0.001016476699455458,0.005744247410391802
GRVTUSDC,30000124,LONG,2026-09-12T02:45:00+00:00,0.1736,0.17232078705786216,0.17816393814740206,3.5677704603071976,True,2026-09-12T04:15:00+00:00,SL,-1.0,0.0,0.1733,0.0009584258842756672,0.005744247410391802
GRVTUSDC,30000124,LONG,2026-09-12T03:45:00+00:00,0.1737,0.17213970236901568,0.17816393814740206,2.8609529738156447,False,2026-09-12T04:15:00+00:00,SL,-1.0,0.0,0.1733,0.0009205952619686526,0.005744247410391802
GRVTUSDC,30000124,LONG,2026-09-12T05:30:00+00:00,0.1741,0.1724717774186917,0.17820760654771747,2.5227549322015723,False,2026-09-12T13:15:00+00:00,SL,-1.0,0.0,0.1733,0.0010564451626165355,0.005569573809130167
GRVTUSDC,30000124,LONG,2026-09-12T05:45:00+00:00,0.1742,0.17248450760307088,0.17820760654771747,2.336126091197756,False,2026-09-12T13:15:00+00:00,SL,-1.0,0.0,0.1733,0.00103098479385821,0.005569573809130167
SUIUSDC,30000054,SHORT,2026-09-12T06:00:00+00:00,0.7225,0.7263702781538942,0.7135225582570878,2.319585669541446,False,2026-09-12T07:30:00+00:00,SL,-1.0,0.0,0.7238,0.0027405563077884765,0.02129023302835096
GRVTUSDC,30000124,LONG,2026-09-12T06:15:00+00:00,0.1739,0.17251746546013927,0.17820760654771747,3.115731595502418,True,2026-09-12T13:15:00+00:00,TP1_THEN_SL,0.5,0.0,0.1733,0.0009650690797214599,0.005569573809130167
SUIUSDC,30000054,SHORT,2026-09-12T06:15:00+00:00,0.7222,0.72631522360271,0.7135225582570878,2.1086197447929287,False,2026-09-12T07:30:00+00:00,SL,-1.0,0.0,0.7238,0.0026304472054198827,0.02129023302835096
SUIUSDC,30000054,SHORT,2026-09-12T07:00:00+00:00,0.7232,0.7267675280431162,0.7135225582570878,2.7126462990488465,False,2026-09-12T07:30:00+00:00,SL,-1.0,0.0,0.7238,0.0025350560862321936,0.02129023302835096
ETHUSDC,30000002,LONG,2026-09-12T07:15:00+00:00,2523.01,2506.94652256588,2653.126879404932,8.100168841931618,True,2026-09-13T08:45:00+00:00,SL,-1.0,0.0,2521.58,4.346954868240098,43.65248238027185
ETHUSDC,30000002,LONG,2026-09-12T07:45:00+00:00,2521.92,2509.0166840706856,2653.126879404932,10.168462132036092,True,2026-09-13T07:00:00+00:00,SL,-1.0,0.0,2521.58,4.006631858628669,43.65248238027185
ETHUSDC,30000002,LONG,2026-09-12T08:00:00+00:00,2522.81,2514.9146672690604,2653.6340675091956,16.569797875209638,True,2026-09-12T19:45:00+00:00,TP1_THEN_SL,0.5,0.0,2521.58,3.890665461879651,41.62372996321678
ETHUSDC,30000002,LONG,2026-09-12T08:15:00+00:00,2524.53,2516.022904341796,2653.6340675091956,15.176045115313991,True,2026-09-12T19:45:00+00:00,TP1_THEN_SL,0.5,0.0,2521.58,3.9741913164077105,41.62372996321678
ETHUSDC,30000002,LONG,2026-09-12T08:30:00+00:00,2527.67,2518.795168919619,2653.6340675091956,14.193404513090133,True,2026-09-12T19:15:00+00:00,SL,-1.0,0.0,2521.58,3.9696621607628977,41.62372996321678
ETHUSDC,30000002,LONG,2026-09-12T08:45:00+00:00,2531.71,2518.800332131492,2653.6340675091956,9.44440002260759,True,2026-09-12T19:15:00+00:00,SL,-1.0,0.0,2521.58,4.079335737016497,41.62372996321678
ETHUSDC,30000002,LONG,2026-09-12T09:00:00+00:00,2532.04,2518.9403802037677,2653.6340675091956,9.282259286958018,True,2026-09-12T19:15:00+00:00,SL,-1.0,0.0,2521.58,4.059239592464334,41.62372996321678
NAVERUSDC,30000145,SHORT,2026-09-12T10:15:00+00:00,151.5,151.77667189617443,150.8310023746054,2.4180180012675523,False,2026-09-12T12:45:00+00:00,TP,2.4180180012675523,0.0,151.58,0.39334379234885014,1.6440094984216487
XMRUSDC,30000066,LONG,2026-09-12T11:15:00+00:00,532.56,528.1725842636622,544.4198278101844,2.703146572584454,False,2026-09-12T12:15:00+00:00,SL,-1.0,0.0,531.52,3.5748314726755575,13.4006887592624
XMRUSDC,30000066,LONG,2026-09-12T13:45:00+00:00,532.74,527.4767359296897,544.3435447356802,2.2046290250065264,False,2026-09-12T15:15:00+00:00,SL,-1.0,0.0,531.52,3.3865281406206194,13.705821057279179
XMRUSDC,30000066,LONG,2026-09-12T14:15:00+00:00,532.24,527.8007730599237,544.3435447356802,2.726498306813786,False,2026-09-12T15:15:00+00:00,SL,-1.0,0.0,531.52,3.338453880152668,13.705821057279179
NAVERUSDC,30000145,SHORT,2026-09-12T15:00:00+00:00,151.45,151.71771899447648,150.81738346833194,2.3629871048375986,False,2026-09-13T01:15:00+00:00,TP,2.3629871048375986,0.0,151.58,0.2754379889529607,1.5895338733278206
XMRUSDC,30000066,LONG,2026-09-12T20:00:00+00:00,534.26,530.1519698168238,544.4735689288674,2.4862448602971554,False,2026-09-13T01:45:00+00:00,TP,2.4862448602971554,0.0,531.52,2.736060366352342,13.185724284530393
PENDLEUSDC,30000074,LONG,2026-09-13T04:00:00+00:00,2.1591,2.144609841020606,2.1996362744010005,2.7975037719493554,False,2026-09-13T04:45:00+00:00,SL,-1.0,0.0,2.1503,0.011380317958788263,0.06225490239599662
PENDLEUSDC,30000074,LONG,2026-09-13T04:15:00+00:00,2.1608,2.1447342780839604,2.1996362744010005,2.4173376461986003,False,2026-09-13T04:45:00+00:00,SL,-1.0,0.0,2.1503,0.011131443832079294,0.06225490239599662
PENDLEUSDC,30000074,LONG,2026-09-13T05:00:00+00:00,2.1514,2.137744958417466,2.1996362744010005,3.5324882834994638,True,2026-09-13T07:00:00+00:00,SL,-1.0,0.0,2.1503,0.010710083165067831,0.06225490239599662
XMRUSDC,30000066,LONG,2026-09-13T05:45:00+00:00,532.43,528.1044106968506,544.6012721165664,2.813783571108965,False,2026-09-13T22:15:00+00:00,SL,-1.0,0.0,531.52,3.1911786062990464,12.674911533734095
XMRUSDC,30000066,LONG,2026-09-13T06:00:00+00:00,533.06,528.1323570386763,544.6012721165664,2.3421486108373326,False,2026-09-13T22:15:00+00:00,SL,-1.0,0.0,531.52,3.135285922647467,12.674911533734095
XMRUSDC,30000066,LONG,2026-09-13T06:30:00+00:00,534.36,530.0495158312546,544.6012721165664,2.3758983250243673,False,2026-09-13T07:15:00+00:00,SL,-1.0,0.0,531.52,2.9209683374909265,12.674911533734095
XMRUSDC,30000066,LONG,2026-09-13T07:15:00+00:00,532.26,528.3558825609274,544.6012721165664,3.1610914141706847,True,2026-09-13T22:15:00+00:00,TP1_THEN_SL,0.5,0.0,531.52,2.8882348781450813,12.674911533734095
XMRUSDC,30000066,LONG,2026-09-13T07:30:00+00:00,533.01,528.397157727182,544.6012721165664,2.5128264594846885,False,2026-09-13T22:15:00+00:00,SL,-1.0,0.0,531.52,2.8056845456357324,12.674911533734095
ONUSDC,30000120,SHORT,2026-09-13T13:30:00+00:00,0.13624,0.13901466351698918,0.12978701443049084,2.325682206147777,False,2026-09-13T14:00:00+00:00,SL,-1.0,0.0,0.13661,0.0013893270339783738,0.006668057721963361
ONUSDC,30000120,SHORT,2026-09-13T13:45:00+00:00,0.13614,0.13901967550701294,0.12978701443049084,2.206146336292967,False,2026-09-13T14:00:00+00:00,SL,-1.0,0.0,0.13661,0.0013993510140258892,0.006668057721963361
MINIMAXUSDC,30000094,SHORT,2026-09-13T16:00:00+00:00,32.08,32.27828964096022,31.279627550911975,4.036380545207574,True,2026-09-13T16:30:00+00:00,SL,-1.0,0.0,32.17,0.19657928192043445,0.7985102036479115
CBRSUSDC,30000078,SHORT,2026-09-13T18:00:00+00:00,187.69,188.42202399122272,184.76214277732922,3.9996738601153052,True,2026-09-14T00:00:00+00:00,TP1_THEN_TP2,2.9998369300576524,0.0,188.17,0.5040479824454326,2.6485711093168764
CBRSUSDC,30000078,SHORT,2026-09-13T18:30:00+00:00,187.7,188.4147393830477,184.76214277732922,4.110389454325966,True,2026-09-14T00:00:00+00:00,TP1_THEN_TP2,3.055194727162983,0.0,188.17,0.48947876609543667,2.6485711093168764
NBISUSDC,30000142,SHORT,2026-09-13T18:30:00+00:00,216.8,218.39651855136228,212.6973347275711,2.569757344146246,False,2026-09-13T21:00:00+00:00,SL,-1.0,0.0,217.97,0.8530371027245555,4.0293389102843955
UNITREEUSDC,30000136,SHORT,2026-09-13T18:45:00+00:00,68.276,68.61567267820118,67.32522583588555,2.799089314894268,False,2026-09-13T23:30:00+00:00,SL,-1.0,0.0,68.458,0.31534535640236366,0.9129033435421864
CBRSUSDC,30000078,SHORT,2026-09-13T19:00:00+00:00,187.88,188.410865928244,184.76214277732922,5.8731537602800215,True,2026-09-14T00:00:00+00:00,TP1_THEN_TP2,3.9365768801400107,0.0,188.17,0.48173185648800565,2.6485711093168764
CBRSUSDC,30000078,SHORT,2026-09-13T19:15:00+00:00,187.8,188.4083021213638,184.76214277732922,4.993994128871516,True,2026-09-14T00:00:00+00:00,TP1_THEN_TP2,3.496997064435758,0.0,188.17,0.47660424272762525,2.6485711093168764
NBISUSDC,30000142,SHORT,2026-09-13T19:15:00+00:00,216.97,218.3979430538563,212.6973347275711,2.9921818386875834,False,2026-09-13T21:00:00+00:00,SL,-1.0,0.0,217.97,0.8558861077125666,4.0293389102843955
UNITREEUSDC,30000136,SHORT,2026-09-13T19:15:00+00:00,68.314,68.61497773926664,67.32522583588555,3.2852069608990955,True,2026-09-13T23:30:00+00:00,SL,-1.0,0.0,68.458,0.29795547853328547,0.9129033435421864
CBRSUSDC,30000078,SHORT,2026-09-13T19:30:00+00:00,187.7,188.41518149237595,184.76214277732922,4.107848502777499,True,2026-09-14T00:00:00+00:00,TP1_THEN_TP2,3.0539242513887497,0.0,188.17,0.4903629847519037,2.6485711093168764
UNITREEUSDC,30000136,SHORT,2026-09-13T19:30:00+00:00,68.263,68.61044138270616,67.32522583588555,2.699085977641246,False,2026-09-13T23:30:00+00:00,SL,-1.0,0.0,68.458,0.28888276541231583,0.9129033435421864
CBRSUSDC,30000078,SHORT,2026-09-13T19:45:00+00:00,187.61,188.41231264697944,184.76214277732922,3.5495604280855977,True,2026-09-14T00:00:00+00:00,TP1_THEN_TP2,2.774780214042799,0.0,188.17,0.48462529395890225,2.6485711093168764
CBRSUSDC,30000078,SHORT,2026-09-13T20:00:00+00:00,187.54,188.40393178487324,184.7391444973054,3.2419868694905443,True,2026-09-14T00:00:00+00:00,TP1_THEN_TP2,2.620993434745272,0.0,188.17,0.46786356974648974,2.556577989221585
NBISUSDC,30000142,SHORT,2026-09-13T21:15:00+00:00,217.93,218.94816397931407,212.70290639904442,5.133842590342916,True,2026-09-13T21:30:00+00:00,SL,-1.0,0.0,217.97,0.8563279586281082,4.051625596177689
BUSDC,30000102,LONG,2026-09-13T23:15:00+00:00,0.2158,0.21186110597038252,0.22382270587410294,2.0367914987756284,False,2026-09-14T08:15:00+00:00,TP,2.0367914987756284,0.0,0.2143,0.0018777880592349232,0.007909176503588257
HOODUSDC,30000027,SHORT,2026-09-13T23:15:00+00:00,109.79,110.39631513936824,107.58160637793189,3.6423197751077216,True,2026-09-14T00:15:00+00:00,SL,-1.0,0.0,110.22,0.3526302787364859,1.6464255117275461
HOODUSDC,30000027,SHORT,2026-09-13T23:45:00+00:00,109.67,110.4014643166359,107.58160637793189,2.85508612596842,False,2026-09-14T00:15:00+00:00,SL,-1.0,0.0,110.22,0.3629286332717994,1.6464255117275461
SAMSUNGUSDC,30000079,SHORT,2026-09-14T02:45:00+00:00,188.66,189.6888371641551,186.0577059008331,2.529354682967671,False,2026-09-14T05:30:00+00:00,TP,2.529354682967671,0.0,189.1,0.8976743283101943,2.4708236033324056
SAMSUNGUSDC,30000079,SHORT,2026-09-14T03:00:00+00:00,188.6,189.6810697653706,186.0577059008331,2.3516466564906118,False,2026-09-14T05:30:00+00:00,TP,2.3516466564906118,0.0,189.1,0.8821395307412085,2.4708236033324056
ONUSDC,30000120,SHORT,2026-09-14T03:30:00+00:00,0.13652,0.13887961905429513,0.1296858998278287,2.8962726672898507,False,2026-09-14T07:45:00+00:00,SL,-1.0,0.0,0.13661,0.0013192381085902446,0.006263599311314669
FILUSDC,30000069,LONG,2026-09-14T04:30:00+00:00,0.9631,0.941805095404918,1.0213926169573702,2.737397422800981,False,2026-09-14T09:15:00+00:00,TP,2.737397422800981,0.0,0.963,0.018389809190164055,0.03722953217051885
ONUSDC,30000120,SHORT,2026-09-14T05:00:00+00:00,0.13652,0.13797346514169648,0.1297176831621755,4.680068783682619,True,2026-09-14T06:45:00+00:00,SL,-1.0,0.0,0.13661,0.0011069302833930082,0.006390732648701912
UAIUSDC,30000131,SHORT,2026-09-14T05:00:00+00:00,0.5377,0.5546969074608541,0.4715699798534147,3.8907089597852087,True,2026-09-14T07:15:00+00:00,SL,-1.0,0.0,0.5398,0.008993814921708048,0.06827991941365867
ONUSDC,30000120,SHORT,2026-09-14T05:30:00+00:00,0.13637,0.13794767756137657,0.1297176831621755,4.216524973594792,True,2026-09-14T06:45:00+00:00,SL,-1.0,0.0,0.13661,0.001055355122753158,0.006390732648701912
VSTUSDC,30000154,SHORT,2026-09-14T05:30:00+00:00,146.32,146.73093826923025,145.43362829901002,2.1569461093274716,False,2026-09-14T08:00:00+00:00,TP,2.1569461093274716,0.0,146.41,0.4218765384604736,1.6545131960400725
UAIUSDC,30000131,SHORT,2026-09-14T06:00:00+00:00,0.5335,0.5537751574372272,0.4715699798534147,3.0544778918892956,True,2026-09-14T07:15:00+00:00,SL,-1.0,0.0,0.5398,0.010550314874454446,0.06827991941365867
VSTUSDC,30000154,SHORT,2026-09-14T06:00:00+00:00,146.36,146.71215537636266,145.43362829901002,2.6305766237571846,False,2026-09-14T08:00:00+00:00,TP,2.6305766237571846,0.0,146.41,0.3843107527253027,1.6545131960400725
UAIUSDC,30000131,SHORT,2026-09-14T06:15:00+00:00,0.5304,0.5536659149318548,0.4715699798534147,2.5285925921631147,False,2026-09-14T07:15:00+00:00,SL,-1.0,0.0,0.5398,0.010331829863709696,0.06827991941365867
UAIUSDC,30000131,SHORT,2026-09-14T06:45:00+00:00,0.5252,0.548076046403012,0.4715699798534147,2.3443745130506493,False,2026-09-14T07:15:00+00:00,SL,-1.0,0.0,0.5398,0.009752092806024031,0.06827991941365867
UAIUSDC,30000131,SHORT,2026-09-14T07:00:00+00:00,0.5247,0.5444638701997027,0.4715699798534147,2.6882396822958707,False,2026-09-14T07:15:00+00:00,SL,-1.0,0.0,0.5398,0.009327740399405413,0.06827991941365867
MINIMAXUSDC,30000094,SHORT,2026-09-14T08:45:00+00:00,32.01,32.314402161870326,31.282243977488367,2.3907715307936823,False,2026-09-14T14:15:00+00:00,SL,-1.0,0.0,32.17,0.22880432374065146,0.8089759099534735
MINIMAXUSDC,30000094,SHORT,2026-09-14T09:30:00+00:00,32.06,32.26987029554425,31.282243977488367,3.7058890134723863,True,2026-09-14T13:45:00+00:00,SL,-1.0,0.0,32.17,0.19974059108850367,0.8089759099534735
WLDUSDC,30000044,SHORT,2026-09-14T10:15:00+00:00,0.3848,0.3879838632091936,0.3782980213060563,2.042166470961694,False,2026-09-14T17:30:00+00:00,SL,-1.0,0.0,0.3861,0.0019677264183871825,0.010792085224225135
MINIMAXUSDC,30000094,SHORT,2026-09-14T11:15:00+00:00,32.05,32.25663473557898,31.282243977488367,3.715522563814919,True,2026-09-14T13:45:00+00:00,SL,-1.0,0.0,32.17,0.15326947115795184,0.8089759099534735
MINIMAXUSDC,30000094,SHORT,2026-09-14T11:45:00+00:00,32.05,32.251964611641256,31.282243977488367,3.8014383622580517,True,2026-09-14T13:45:00+00:00,SL,-1.0,0.0,32.17,0.14392922328250693,0.8089759099534735
WLDUSDC,30000044,SHORT,2026-09-14T11:45:00+00:00,0.3847,0.3870765165904335,0.3782980213060563,2.6938497798476737,False,2026-09-14T16:30:00+00:00,SL,-1.0,0.0,0.3861,0.0019530331808669933,0.010792085224225135
WLDUSDC,30000044,SHORT,2026-09-14T12:45:00+00:00,0.3847,0.38784588825210126,0.378230445807179,2.0565111263884486,False,2026-09-14T17:00:00+00:00,SL,-1.0,0.0,0.3861,0.0018917765042024833,0.010521783228716147
UBUSDC,30000082,LONG,2026-09-14T14:00:00+00:00,0.13381,0.13214243866886194,0.13901137285437673,3.1191493573594067,True,2026-09-14T15:45:00+00:00,TP1_THEN_TP2,2.559574678679703,0.0,0.13354,0.0015951226622761033,0.005114508582493124
FILUSDC,30000069,LONG,2026-09-14T16:45:00+00:00,0.9637,0.9370003318138442,1.023583389436928,2.2428514474190546,False,2026-09-14T21:15:00+00:00,SL,-1.0,0.0,0.963,0.016399336372311637,0.0424664422522882
CXMTUSDC,30000113,SHORT,2026-09-14T17:30:00+00:00,8.0237,8.064538637697202,7.904021166312467,2.9305295287979405,False,2026-09-15T01:00:00+00:00,SL,-1.0,0.0,8.0471,0.034877275394403065,0.10408466524986956
CXMTUSDC,30000113,SHORT,2026-09-14T18:00:00+00:00,8.0335,8.063419232928767,7.904021166312467,4.327612074674508,True,2026-09-15T01:00:00+00:00,TP1_THEN_SL,0.5,0.0,8.0471,0.03263846585753371,0.10408466524986956
CXMTUSDC,30000113,SHORT,2026-09-14T18:15:00+00:00,8.0269,8.062981820102967,7.904021166312467,3.4055608430192423,True,2026-09-15T01:00:00+00:00,TP1_THEN_SL,0.5,0.0,8.0471,0.031763640205935244,0.10408466524986956
SAMSUNGUSDC,30000079,SHORT,2026-09-14T18:15:00+00:00,182.19,182.99430994873225,178.50058565189798,4.58705546775499,True,2026-09-14T23:15:00+00:00,TP1_THEN_SL,0.5,0.0,182.57,0.8486198974645383,2.802342607591897
CXMTUSDC,30000113,SHORT,2026-09-14T18:30:00+00:00,8.0143,8.062533094704207,7.904021166312467,2.2863727563787193,False,2026-09-15T01:00:00+00:00,SL,-1.0,0.0,8.0471,0.030866189408415016,0.10408466524986956
EWYUSDC,30000018,SHORT,2026-09-14T18:30:00+00:00,179.06,180.08266730190428,176.38101204053555,2.6196085026635623,False,2026-09-14T20:15:00+00:00,TP,2.6196085026635623,0.0,179.69,0.7853346038085439,2.0840481621421434
FILUSDC,30000069,LONG,2026-09-14T18:30:00+00:00,0.966,0.9476154111296983,1.023583389436928,3.1321554070729136,True,2026-09-14T19:45:00+00:00,SL,-1.0,0.0,0.963,0.0129691777406034,0.0424664422522882
SAMSUNGUSDC,30000079,SHORT,2026-09-14T18:30:00+00:00,181.98,182.98508809070339,178.50058565189798,3.461800393701806,True,2026-09-14T23:15:00+00:00,TP1_THEN_SL,0.5,0.0,182.57,0.8301761814067978,2.802342607591897
CXMTUSDC,30000113,SHORT,2026-09-14T19:00:00+00:00,8.0136,8.060947409149842,7.904021166312467,2.3143575468036,False,2026-09-15T01:00:00+00:00,SL,-1.0,0.0,8.0471,0.027694818299684242,0.10408466524986956
EWYUSDC,30000018,SHORT,2026-09-14T19:00:00+00:00,179.02,180.05882867798633,176.38101204053555,2.5403495450086324,False,2026-09-14T20:15:00+00:00,TP,2.5403495450086324,0.0,179.69,0.7376573559726849,2.0840481621421434
SAMSUNGUSDC,30000079,SHORT,2026-09-14T19:00:00+00:00,182.06,182.9634326320304,178.50058565189798,3.9398779963288955,True,2026-09-14T23:15:00+00:00,TP1_THEN_SL,0.5,0.0,182.57,0.7868652640608136,2.802342607591897
SAMSUNGUSDC,30000079,SHORT,2026-09-14T19:15:00+00:00,181.54,182.96281617571114,178.50058565189798,2.136196087722198,False,2026-09-14T23:15:00+00:00,SL,-1.0,0.0,182.57,0.7856323514222758,2.802342607591897
GDXUSDC,30000152,SHORT,2026-09-14T19:30:00+00:00,94.34,94.88444239942852,93.21715319902162,2.0623794218763836,False,2026-09-15T02:45:00+00:00,SL,-1.0,0.0,94.4,0.3288847988570424,0.908612796086544
UBUSDC,30000082,LONG,2026-09-14T19:30:00+00:00,0.13369,0.13198777367437856,0.1401501348016752,3.795109207535457,True,2026-09-15T02:00:00+00:00,SL,-1.0,0.0,0.13354,0.001424452651242931,0.005359460793299168
CRWVUSDC,30000031,SHORT,2026-09-14T19:45:00+00:00,83.41,84.4209786042708,81.37901724308065,2.008927536487526,False,2026-09-15T18:00:00+00:00,TP,2.008927536487526,0.0,83.72,0.5419572085415812,1.7960689723226066
UBUSDC,30000082,LONG,2026-09-14T19:45:00+00:00,0.1338,0.13202286213339753,0.1401501348016752,3.573237012734072,True,2026-09-15T02:00:00+00:00,SL,-1.0,0.0,0.13354,0.0013542757332049367,0.005359460793299168
GDXUSDC,30000152,SHORT,2026-09-14T20:30:00+00:00,94.35,94.7754762282821,93.22344275811098,2.64775601315631,False,2026-09-15T02:45:00+00:00,SL,-1.0,0.0,94.4,0.31095245656419435,0.9337710324439185
UBUSDC,30000082,LONG,2026-09-14T20:30:00+00:00,0.13397,0.13250316746772017,0.14011544466896808,4.18960210775833,True,2026-09-14T21:45:00+00:00,SL,-1.0,0.0,0.13354,0.0012536650645596265,0.005498221324127661
GDXUSDC,30000152,SHORT,2026-09-14T20:45:00+00:00,94.34,94.76473038560543,93.22344275811098,2.6288612252157053,False,2026-09-15T01:30:00+00:00,SL,-1.0,0.0,94.4,0.28946077121084235,0.9337710324439185
KOUSDC,30000129,LONG,2026-09-14T20:45:00+00:00,89.3,88.96384554956337,90.14818773684262,2.523208411314876,False,2026-09-15T00:15:00+00:00,SL,-1.0,0.0,89.21,0.33230890087323717,0.6872490526295191
UBUSDC,30000082,LONG,2026-09-14T20:45:00+00:00,0.13467,0.13251081475850618,0.14011544466896808,2.5219905010098334,False,2026-09-14T21:45:00+00:00,SL,-1.0,0.0,0.13354,0.0012383704829876162,0.005498221324127661
DRAMUSDC,30000040,SHORT,2026-09-14T21:15:00+00:00,55.18,55.46265180308518,54.564165327878335,2.1787749641069025,False,2026-09-14T23:15:00+00:00,SL,-1.0,0.0,55.21,0.22530360617036216,0.77666131151335
TSMUSDC,30000038,SHORT,2026-09-14T21:30:00+00:00,420.27,421.3789254256041,417.45778041356687,2.5359862092629517,False,2026-09-15T01:30:00+00:00,SL,-1.0,0.0,420.84,1.077850851208231,3.6711216542673846
JPMUSDC,30000128,SHORT,2026-09-14T22:00:00+00:00,350.63,351.28806891548254,348.5101930713507,3.221253699690204,True,2026-09-15T00:15:00+00:00,SL,-1.0,0.0,350.88,0.8161378309650603,2.3607722854028768
TSMUSDC,30000038,SHORT,2026-09-14T22:00:00+00:00,420.59,421.3407847498961,417.45778041356687,4.171927555622914,True,2026-09-15T01:30:00+00:00,SL,-1.0,0.0,420.84,1.0015694997922497,3.6711216542673846
XPTUSDC,30000016,SHORT,2026-09-14T22:00:00+00:00,1770.36,1776.0603565492272,1756.594288080807,2.4148861216512576,False,2026-09-15T00:30:00+00:00,TP,2.4148861216512576,0.0,1771.06,4.840713098454103,17.53715232322751
GDXUSDC,30000152,SHORT,2026-09-14T22:15:00+00:00,94.27,94.62188411584565,93.22344275811098,2.9741531224673996,False,2026-09-15T01:30:00+00:00,SL,-1.0,0.0,94.4,0.22376823169128374,0.9337710324439185
TSMUSDC,30000038,SHORT,2026-09-14T22:15:00+00:00,420.51,421.32759184840717,417.45778041356687,3.733182507114557,True,2026-09-15T01:30:00+00:00,SL,-1.0,0.0,420.84,0.9751836968144365,3.6711216542673846
UNIUSDC,30000056,LONG,2026-09-14T22:15:00+00:00,6.557,6.506973851574982,6.684490588363166,2.548478993026124,False,2026-09-14T22:45:00+00:00,SL,-1.0,0.0,6.554,0.058052296850035066,0.2140376465473379
